Subject,Object
Albania,1005551
Albania,1041188
Albania,1075204
Albania,1106598
Argentina,3538352
Argentina,3559798
Argentina,3579773
Argentina,3599141
Australia,3502976
Australia,3515066
Australia,3515460
Australia,3529080
Australia,3604637
Austria,3672325
Austria,3678385
Austria,3683835
Austria,3684012
Bangladesh,113063587
Botswana,730591
Botswana,736148
Botswana,741589
Botswana,745611
Boudh district,420738
Cachar district,562489
Cameroon,11094657
Cameroon,11242817
Cameroon,11383170
Cameroon,11519492
Central African Republic,3033389
Central African Republic,3088372
Central African Republic,3129787
Central African Republic,3173417
Chad,12372693
Chad,12729867
Chad,13094226
Chad,13458554
Coimbatore district,822138
Czech Republic,2709018
Czech Republic,2734517
Czech Republic,2774917
Czech Republic,2783117
Darrang district,441461
Federated States of Micronesia,85971
Federated States of Micronesia,86397
Federated States of Micronesia,87034
Federated States of Micronesia,87659
France,12568575
France,12711228
France,12855403
France,12999819
Ghana,13646945
Ghana,13725263
Ghana,13794798
Ghana,13853989
Goalpara district,870121
India,833748852
India,893660000
Iraq,12187255
Iraq,12387061
Iraq,12572937
Iraq,12746359
Iraq,13757236
Israel,678959
Israel,683115
Israel,686549
Israel,691676
Italy,16705485
Italy,16944019
Italy,17214086
Italy,17479118
Japan,10066305
Japan,10221684
Japan,10376129
Japan,10513072
Kartal,105055
Kartal,114098
Kartal,133441
Kartal,14882
Kartal,234032
Kartal,345548
Kartal,70475
Kartal,77664
Kazakhstan,7860906
Kazakhstan,7939086
Kazakhstan,8094722
Kazakhstan,8248656
Kyrgyzstan,4093812
Kyrgyzstan,4154812
Kyrgyzstan,4257353
Kyrgyzstan,4362033
Lesotho,1589485
Lesotho,1599780
Lesotho,1608881
Lesotho,1615392
Libya,1273772
Libya,1280107
Libya,1284810
Libya,1288001
Mali,11695460
Mali,11904776
Mali,12118494
Mali,12327741
Mauritius,747287
Mauritius,749894
Mauritius,749986
Mauritius,749987
Montenegro,196496
Montenegro,199225
Montenegro,201999
Montenegro,204336
Morocco,13261620
Morocco,13323470
Morocco,13379661
Morocco,13434809
Nayagarh district,883051
Netherlands,1259248
Netherlands,1302355
Netherlands,1354158
Netherlands,1409098
New Zealand,666466
New Zealand,671172
New Zealand,675254
New Zealand,677048
Nilgiris district,165747
North Korea,9667582
North Korea,9702586
North Korea,9731082
North Korea,9752555
Palau,3258
Palau,3338
Palau,3417
Palau,3499
Paraguay,2489311
Paraguay,2502992
Paraguay,2514193
Paraguay,2521216
Peru,7188973
Peru,7228131
Peru,7248826
Peru,7249838
Philippines,50102516
Poland,14679358
Poland,15070539
Poland,15143331
Poland,15172143
Romania,8668484
Romania,8733236
Romania,8824640
Romania,8894686
Slovakia,2503549
Slovakia,2515539
Slovakia,2523688
Slovakia,2524162
Spain,8932638
Spain,8982448
Spain,9089469
Spain,9160656
Sweden,1206837
Sweden,1225108
Sweden,1244794
Sweden,1263481
Thailand,33777188
Thailand,34251820
Thailand,34715730
Thailand,35160432
Thrissur district,1024794
Tirunelveli district,803776
Turkey,19526684
Turkey,19716558
Turkey,19924769
Turkey,20124610
Turkmenistan,2953086
Turkmenistan,2967958
Turkmenistan,2980799
Turkmenistan,2990694
Uganda,32486255
Uganda,33323884
Uganda,34136762
Uganda,34889566
Ukraine,11430780
Ukraine,13261249
Ukraine,13435621
Ukraine,13576734
United Kingdom,10576752
United Kingdom,10622327
United Kingdom,10798066
United Kingdom,10926403
Vietnam,61941570
Zambia,10279833
Zambia,10480465
Zambia,10672830
Zambia,10857387
