Subject,Object
60 Minutes,CBS Productions
A Christmas Carol,The Walt Disney Company
After the Rain,Wit Studio
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",The Jim Henson Company
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Pictures
Alice Through the Looking Glass,Team Todd
America's Most Wanted,20th Century Fox Television
Avatar 2,20th Century Studios
Buffalo Girls,de Passe Entertainment
Cars 3,Pixar
Cinderella,Allison Shearmur Productions
Eddie Murphy Raw,paramount filmed entertainment
Go Ask Alice,Metromedia Producers Corporation
Golden Kamuy,Geno Studio
Hakata Tonkotsu Ramens,Satelight
How to Train Your Dragon 2,DreamWorks Animation
Leave It to Beaver,Revue Productions
Malcolm in the Middle,Fox Broadcasting Company
MasterChef Pinoy Edition,Fremantle
Meet the Press,NBC News
Mildred Pierce,Killer Films
Moana,Walt Disney Pictures
Mortal Kombat,New Line Cinema
My Faithful Husband,GMA Network
Night Court,American Broadcasting Company
Saving Mr. Banks,Walt Disney Pictures
Slow Start,CloverWorks
Smallville,warner bros. entertainment
Star Wars: Episode I – The Phantom Menace,Lucasfilm
Strawberry Lane,GMA Network
The BFG,DreamWorks
The BFG,Walden Media
The BFG,Walt Disney Pictures
The Exorcist,warner bros. entertainment
The Galileo Seven,desilu
The Godfather,paramount filmed entertainment
The Godfather Part II,paramount filmed entertainment
The Half Sisters,GMA Network
The Larry Sanders Show,HBO
The New Mutants,20th Century Studios
The Original Kings of Comedy,40 acres & a mule filmworks
The Original Kings of Comedy,mtv films
Trolls,DreamWorks Animation
Uchi no Maid ga Uzasugiru!,Doga Kobo
Underdogs,Illusion Studios
WWE Raw,"titan sports, inc."
Zootopia,Walt Disney Pictures
