Subject,Object
2016 BYU Cougars men's volleyball team,byu cougars men's volleyball
2016 BYU Cougars women's volleyball team,byu cougars women's volleyball
2017 BYU Cougars men's volleyball team,byu cougars men's volleyball
2017 Minnesota Lynx season,lynx
2017 Utah Utes volleyball team,utah utes women's volleyball
2017–18 USC Trojans men's basketball team,southern california basketball
2018 Bora-Hansgrohe,Bora-Hansgrohe
Astana 2018,Astana
Mitchelton-Scott 2018,Mitchelton-Scott
Movistar 2017,Movistar Team
