Subject,Object
.NET Framework,Microsoft
.NET Framework,xamarin
3DO Interactive Multiplayer,The 3DO Company
Adobe AIR,Adobe
Apple Maps,apple (company)
Atari Jaguar,Atari Corporation
Atari Lynx,Epyx
Cisco IOS,cisco
Cygwin,cygnus
Cygwin,cygwin
Cygwin,Red Hat
Dendy,Viktor Savyuk
Find My Friends,apple (company)
Find My iPhone,apple (company)
Freeciv,freeciv team
GeoGebra,byju's
GNU Emacs,chief gnuisance
GNU Emacs,g. l. steele
GNU/Linux,chief gnuisance
GNU/Linux,linus torvalds
GTK,gnome foundation
GTK,gnu
id Tech 3,id Software
Magnavox Odyssey²,Magnavox
Marvel Trading Card Game,Vicious Cycle Software
Microsoft Windows,microsoft
MS-DOS,microsoft
Open Telecom Platform,Ericsson
OpenBSD,openbsd project
OpenBSD,theo de raadt
P-500 Bazalt,vladimir chelomey
P-800 Oniks,"efremov, g. a."
Quake engine,id Software
Solitaire,Wes Cherry
SymPy,aaron meurer
SymPy,christopher p. smith
SymPy,ondrej certik
Tkinter,john k. ousterhout
Uno,Carbonated Games
Unreal Engine,epic
V.I.P. Casino: Blackjack,High Voltage Software
Virtual Boy,Nintendo Research & Development 1
Warzone 2100,pivotal games
World Series of Poker: Full House Pro,Pipeworks Software
Xbox 360,Microsoft
Xbox One,Microsoft
