Subject,Object
12.7 cm/40 Type 89 naval gun,1932-01-01
20.3 cm SK C/34 naval gun,1939-01-01
28 cm SK C/28 naval gun,1930-01-01
40 cm/45 Type 94 naval gun,1940-01-01
ACV-300,1992-01-01
Al Lusail,2017-01-01
AMiBA,2006-09-01
Anholt Offshore Wind Farm,2013-06-01
Aquarius,2016-01-01
Aquijo,2016-01-01
Aréthuse-class submarine,1958-01-01
Athena,2004-01-01
Azzam,2013-01-01
BMD-3,1990-01-01
BMP-3,1987-01-01
Bodangora Wind Farm,2019-02-27
Bravo Eugenia,2018-01-01
CCGS Des Groseilliers,1982-01-01
CCGS Terry Fox,1992-01-01
Christina O,1943-01-01
Ciudad de Palma,2007-01-01
Dardo IFV,1998-01-01
Egyptian Infantry Fighting Vehicle,1995-01-01
ELA-3,1996-06-04
Ensemble de Lancement Soyouz,2011-10-21
Equanimity,2014-01-01
Freccia,2006-01-01
Greater Gabbard wind farm,2012-01-01
Guy Armoured Car,1939-01-01
Here Comes The Sun,2017-01-01
HMCS Protecteur,1969-08-30
HMCS Provider,1963-09-28
HMS Beagle,1968-01-01
Huckleberry Finn,1988-01-01
K21,2009-01-01
KSR-5,1973-01-01
Lazar 3,2016-01-01
London Array,2013-04-01
Madurankuliya Wind Farm,2012-03-01
MESSENGER,2011-04-04
Mitsubishi Type 89 IFV,1989-01-01
MS Achille Lauro,1947-01-01
MS Kungsholm,1966-01-01
MS Marco Polo,1965-01-01
MS Mikhail Lermontov,1972-01-01
MS Norman Atlantic,2009-01-01
MS Renaissance,1966-01-01
MS St. Louis,1929-03-28
Nordsee Ost offshore wind farm,2015-05-11
OA vz. 27,1927-01-01
OA vz. 30,1934-01-01
Ooty Radio Telescope,1970-01-01
P-500 Bazalt,1975-01-01
P-800 Oniks,2002-01-01
Pawan Danavi Wind Farm,t832275197
Queen Elizabeth 2,1969-01-01
RMS Queen Mary,1936-01-01
RMS Saxonia,1954-01-01
RMS Transvaal Castle,1961-01-01
RV Derinsu,2006-01-01
RV MTA Turkuaz,2017-01-01
SAS Protea,1972-05-23
Sd.Kfz. 247,1937-01-01
Sherpa,2018-01-01
Silja Serenade,1990-01-01
SMS Thüringen,1911-09-10
SNCF 232.U.1,1949-05-01
SS Andrea Doria,1951-06-16
SS Flandre,1952-01-01
SS Guglielmo Marconi,1963-01-01
SS Nieuw Amsterdam,1938-01-01
Stena Nautica,1986-01-01
Stickers Gat,2014-01-01
Thompson submachine gun,1938-01-01
Tulpar,2013-01-01
USNS Kane,1967-05-26
USS Ganadoga,1944-12-15
USS Kansas City,1970-01-01
USS Kittaton,1945-01-19
Vallibel Wind Farm,t518567912
Veja Mate Offshore Wind Farm,2017-05-31
Venus,2012-01-01
