Subject,Object
Acorn,Aberdyfi
Albatross,Aberaeron
Amity,Aberystwyth
Anna Maria,Derwenlas
Antelope,New Quay
Astrolabe,Persia
Astrolabe and Astrological Volvelle,Italy
Atalanta,Aberarth
Bee,Llansantffraid
Bee,Milford Haven
Bristol Trader,Derwenlas
Brothers,Morfa Uchaf
Dovey Belle,Aberdyfi
Emperor Xuanzong's Flight to Shu,China
Fairy,Sussex
Faithful Mother,Derwenlas
"Figure of Varaha, the Boar incarnation of Vishnu",Madhya Pradesh
Finches and bamboo,China
Frolicking Figures and Animals,Japan
Grooms and Horses,China
Heart of Oak,New Quay
Hispano-Moorish Astrolabe,Spain
HMCS Protecteur,Saint John
HMCS Provider,"Lauzon, Quebec"
John & Ann,Aberystwyth
Major Nanney,Pwllheli
MARY & ELLEN,Pont Aber Leri Shipyard
Mourner-CA 295,Tanagra
New Diligence,Llansantffraid
Pacific,New Quay
Prima Donna,Llansantffraid
Printed Paper Astrolabe,England
Salathiel,Derwenlas
Standing figure of Parvati,Tamil Nadu
The Hedges Vishnu,Sagar Island
USS Kansas City,Quincy
