Subject,Object
Delos,"on developments in architecture or technology, monumental arts, town-planning or landscape design"
Delphi,masterpiece of human creative genius
Delphi,"on developments in architecture or technology, monumental arts, town-planning or landscape design"
Izeh,masterpiece of human creative genius
Kerman,(i)
Kerman,(ii)
Kerman,(iii)
Kerman,(iv)
Kerman,(vi)
Kerman,masterpiece of human creative genius
Khorramabad,masterpiece of human creative genius
Kujang County,(ix)
Kujang County,(viii)
Mystras,"on developments in architecture or technology, monumental arts, town-planning or landscape design"
Papahānaumokuākea Marine National Monument,(iii)
Papahānaumokuākea Marine National Monument,(ix)
Papahānaumokuākea Marine National Monument,(vi)
Papahānaumokuākea Marine National Monument,(viii)
Papahānaumokuākea Marine National Monument,(x)
Park Güell,(i)
Park Güell,(ii)
Park Güell,(iv)
Plitvice Lakes National Park,(ix)
Plitvice Lakes National Park,(viii)
Redwood National and State Parks,(ix)
Saint Helena,(x)
Valletta,(i)
Valletta,(vi)
Vatican City,(i)
Vatican City,(ii)
Vatican City,(iv)
Vatican City,(vi)
