Subject,Object
Acta Paediatrica,Hugo Lagercrantz
Charlie Hebdo,gerard biard
Development,James Briscoe
Journal of Clinical Investigation,Rexford S. Ahima
Journal of Physics B,Paul Corkum
Journal of Psychopharmacology,David Nutt
Proceedings of the National Academy of Sciences of the United States of America,m r berenbaum
Proceedings of the National Academy of Sciences of the United States of America,May Berenbaum
Sleep,David F. Dinges
The American Journal of Medicine,joe alpert
The American Journal of Medicine,Joseph Alpert
Vaccine,Gregory Poland
