Subject,Object
10th International Conference on Social Informatics,paper submission deadline
12th Conference on Language Resources and Evaluation,paper submission deadline
1944,2nd world war
1st International Workshop on Deep Learning for Knowledge Graphs and Semantic Technologies,paper submission deadline
4th Annual International Conference on Computational Social Science,notification of paper acceptance
4th Annual International Conference on Computational Social Science,paper submission deadline
5th International Conference on Computational Social Science,abstract submission deadline
Acorn,shipwrecking
Acta Societatis Botanicorum Poloniae,journal flipped to open access
African Meeting House,church consecration
AIP Advances,created as open access
Albatross,shipwrecking
AMiBA,building
AMiBA,construction
Angle Orthodontist,journal flipped to open access
Antelope,shipwrecking
Apollo 13,berthing of spacecraft
Apollo 13,flyby
Apollo 13,rocket launch
Apollo 13,splashdown
Apollo 14,berthing of spacecraft
Apollo 14,lunar landing
Apollo 14,orbital activity
Apollo 14,rocket launch
Apollo 14,splashdown
Apollo 15,berthing of spacecraft
Apollo 15,eva
Apollo 15,lunar landing
Apollo 15,orbital activity
Apollo 15,rocket launch
Apollo 15,rover
Apollo 15,splashdown
Applied nanoscience,created as open access
Appliqué inv. 734,acquisition
Appliqué inv. 739,acquisition
Appliqué inv. 848,acquisition
Appliqué inv. 850,acquisition
Appliqué inv. 853,acquisition
Ashkelon,Battle of Ascalon
Ashkelon,Siege of Ascalon
Barcelona,1992 olympics
Berchtesgaden Chancellery Branch office,topping out
Berlin Südkreuz station,reconstruction
Berlin-Spandau station,reconstruction
Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden,journal flipped to open access
BSAT-4a,rocket launch
Charlie Hebdo,arson
CHEOPS,rocket launch
Chicago,Great Chicago Fire
Citigroup,citigroup 2005 data breach
Citigroup,citigroup 2011 data breach
Citigroup,citigroup 2013 data breach
Clinical epigenetics,journal flipped to open access
Conference on Natural Language Processing 2019,paper submission deadline
Constantinople,Siege of Constantinople
Constantinople,Siege of Constantinople (821-823)
Detroit,battle of fort detroit
Detroit,Siege of Detroit
Deutsche Entomologische Zeitschrift,journal flipped to open access
Dovey Belle,shipwrecking
Eighth International Conference on Learning Representations,paper submission deadline
Fairy,destruction
Feodosiya,Siege of Theodosia (389 BC)
Florida Entomologist,journal flipped to open access
Fort Wayne,Siege of Fort Wayne
Fourth International Workshop on Visualization and Interaction for Ontologies and Linked Data,abstract submission deadline
Gemini 2,rocket launch
Gemini 2,splashdown
