Subject,Object
300: Rise of an Empire,Not recommended for minors under 16
A Wrinkle in Time,Not recommended for children under 7
Absolutely Anything,Not recommended for children under 7
American Hustle,Not recommended for minors under 16
Another Way,not recommended for minors under 18
Battle of Warsaw 1920,Not recommended for minors under 16
Black Panther,not recommended for children under 12
Blackhat,Not recommended for minors under 16
Cars 3,particularly suitable for kids
Child 44,Not recommended for minors under 16
Fantastic Beasts and Where to Find Them,Particularly suitable for kids
Gemini Man,not recommended for children under 12
Into the Woods,Not recommended for children under 7
Joker,not recommended for minors under 18
Mad Max: Fury Road,Not recommended for minors under 16
Pan,Not recommended for children under 7
Pulp Fiction,not recommended for minors under 18
Saving Mr. Banks,icaa 7
Saving Mr. Banks,Not recommended for children under 7
Schindler's List,Not recommended for minors under 16
Son of Saul,not recommended for minors under 18
Star Trek Beyond,Not recommended for children under 7
Sunset,not recommended for children under 12
The Dark Valley,Not recommended for minors under 16
The Shape of Water,not recommended for children under 12
Thor,Not recommended for children under 7
Tomorrowland,Not recommended for children under 7
War Horse,Not recommended for children under 7
Zootopia,particularly suitable for kids
