Subject,Object
Aaron Clauset,comp sci
Aaron Clauset,ecological science
Aleksandr Medved,autobiographical writing
Aleksandr Medved,memory recall
Aleksandr Medved,sport
Aleksandr Medved,wrestling
American Association of Physical Anthropologists,physical anthropology
American Philosophical Association,philosophy
American Society for Microbiology,microbiology
Arcade Vintage,amusement arcade
Archaeological Institute of America,archaeology
Archives LGBTQI,LGBT
Association for Symbolic Logic,philosophical logic
Association for the Taxation of Financial Transactions and for Citizens' Action,pol
Association Française de Catalanistes,catalan culture
Association of Black Anthropologists,anthropological
Association of Black Anthropologists,anthropology
Association pour la recherche et l'archivage de la mémoire arménienne,history of Armenia
BNP Paribas,bank
BNP Paribas,investment bank
Bundesarbeitsgemeinschaft Kinder- und Jugendschutz,youth welfare services
Comede,migrant
Conscience et Impact Écologique,ecology
Denny Vrandečić,sem web
Diosphos Painter,attic vase-painting
Diosphos Painter,black-figure pottery
Diosphos Painter,six's technique
Diosphos Painter,white ground ceramic
Fedir Bohatyrchuk,clinical medicine
Fedir Bohatyrchuk,politics
Fraunhofer Institute for Laser Technology,mechanical engineering
Fraunhofer Institute for Material Flow and Logistics,material flow
Fraunhofer Institute for Production Technology,mechanical engineering
Fraunhofer Institute for Solar Energy Systems ISE,photovoltaics
Harold Wilson,politics
Hungarian Beekeepers Federation,bee-keeping
Institut industriel du Nord,comp sci
Krishna,philosophy
Kristi Noem,agriculture
Les lesbiennes dépassent les frontières,lesbian
Lidové divadlo,folk theatre
May Berenbaum,bug
May Berenbaum,bugology
May Berenbaum,green plant
Peter C. Sutton,dutch golden age painting
PhilPapers,philosophy
Robert Wagner,cinema
Sam Witwer,music
Society of Marxist Historians,Marxism
Société française d'archéologie,archaeology
Spanish National Research Council,research
Vladimir Putin,politics
Western Michigan University,academic learning
