Subject,Object
Beauty and the Beast,Jeanne-Marie Leprince de Beaumont
Cardiganshire: near Aberystwith,William Alfred Delamotte
Crickhowel Castle,Mrs Williams
"Eastern view of Wrexham church, from Mount street",Frederick Peake
Gateway Of Carnarvon Castle,J. Chapman
Isle of Anglesea near the Paris mine,William Alfred Delamotte
"Kilgarren castle, Cardiganshire",William Havell
Peter Pan,J. M. Barrie
"Pylle Priory, Pembrokeshire",J. Kennell
"S.W. view Milford town, Pembrokeshire",F. L. Camacho
The Emperor's New Groove,Roger Allers
The Hunchback of Notre Dame,Victor Hugo
The Menai Bridge,Thomas Bailey
The vale of Llangollen,William Harvey
Treasure Planet,Robert Louis Stevenson
View near the Usk at Crickhowell,Mrs Williams
