Subject,Object
2017 Har Adar shooting,israeli security forces
2019 Pulwama attack,Central Reserve Police Force
Christchurch mosque shootings,Al Noor Mosque
Kyoto Animation arson attack,kyoani
Munich massacre,israel at the 1972 summer olympics
Santa Fe High School shooting,high school student
September 11 attacks,1600 pennsylvania avenue
September 11 attacks,capitol
September 11 attacks,headquarters of the united states department of defense
September 11 attacks,original world trade center
Transport and murder of Białystok children,Jews in Germany
