Subject,Object
"""Ask and you shall be given"" : Pentecostalism and the economic crisis in Cameroon","""Ask and you shall be given"" : Pentecostalism and the economic crisis in Cameroon"
'The Long Black Death': New Perspectives,'The Long Black Death': New Perspectives
2010 European Athletics Championships,2010 European Athletics Championships
2014 Annual Meeting of the North American Congress of Clinical Toxicology,2014 Annual Meeting of the North American Congress of Clinical Toxicology (NACCT)
2019 IEEE International Conference on Big Data,2019 IEEE International Conference on Big Data
25th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,25th ACM SIGKDD Conference on Knowledge Discovery and Data Mining
42nd European Conference on Information Retrieval,42nd European Conference on Information Retrieval
60 Minutes,60 Minutes
6th International Conference on Computational Social Science,6th International Conference on Computational Social Science
A Door Marked Exit,A Door Marked Exit
A Man's Man,A Man's Man
A Night at the Roxbury – Music From The Motion Picture,A Night at the Roxbury
A Scandal in Belgravia,A Scandal in Belgravia
A Scandal in Bohemia,A Scandal in Bohemia
Aberbaldie Nature Reserve Plan of Management,Aberbaldie Nature Reserve Plan of Management
Abercrombie River National Park Plan of Management,Abercrombie River National Park Plan of Management
"Acta Agriculturae Scandinavica, Section B","Acta Agriculturae Scandinavica, Section B"
"Advances in coastal ecology : people, processes and ecosystems in Kenya","Advances in coastal ecology : people, processes and ecosystems in Kenya"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day"
All the Pretty Sources,All the Pretty Sources
Allan McMillan Fonds,Allan McMillan Fonds
Alphonse Allard Fonds,Alphonse Allard Fonds
American Hustle,American Hustle
American Osler Society Fonds,American Osler Society Fonds
An Unearthly Child,An Unearthly Child
"Annals of Allergy, Asthma & Immunology","Annals of Allergy, Asthma & Immunology"
"Annals of Allergy, Asthma & Immunology","Annals of allergy, asthma, & immunology"
Applied nanoscience,Applied nanoscience
Arthur Adderly Browne Fonds,Arthur Adderly Browne Fonds
ASCHA/NIOSH Conference: Selected Abstracts,ASCHA/NIOSH Conference: Selected Abstracts
Avatar 2,Avatar 2
"Balancing men, morals and money : women's agency between HIV and security in a Malawi village","Balancing men, morals and money : women's agency between HIV and security in a Malawi village"
Barbotine Vase,Barbotine Vase
Beaker,Beaker
Beauty and the Beast,La Belle et la Bête
Become a NIOSH-Certified B Reader.,Become a NIOSH-Certified B Reader.
"Being old in times of AIDS: aging, caring and relating in northwest Tanzania","Being old in times of AIDS: aging, caring and relating in northwest Tanzania"
Bert och bacillerna,Bert och bacillerna
Bert och Boysen,Bert och Boysen
Bert och brorsorna,Bert och brorsorna
Berts bekymmer,Bets bekymmer
Berts bekännelser,Berts bekännelser
Berts bravader,Berts bravader
Berts bryderier,Berts bryderier
Berts första betraktelser,Berts första betraktelser
Berts vidare betraktelser,Berts vidare betraktelser
Bes Lamp,Bes Lamp
Beyond the facade : instrumentalisation of the Zambian health sector,Beyond the facade : instrumentalisation of the Zambian health sector
Biblical Basis for War,Biblical Basis for War
Black-Topped Bowl,Black-Topped Bowl
Blackware Olla,Blackware Olla
Bodies in action: culture and body skills in post-conflict Sierra Leone,Bodies in action: culture and body skills in post-conflict Sierra Leone
Bolek and Lolek,Bolek i Lolek
Bolek and Lolek,Lolek și Bolek
Bongil Bongil National Park Plan of Management,Bongil Bongil National Park Plan of Management
Bottle,Bottle
Bound and Gagged: Pornography and the Politics of Fantasy in America,Bound and Gagged
Bridging the gap between bird conservation and sustainable development : perceptions and participation of rural people in Burkina Faso's Sahel region,Bridging the gap between bird conservation and sustainable development : perceptions and participation of rural people in Burkina Faso's Sahel region
"Budderoo National Park, Macquarie Pass National Park, Barren Grounds Nature Reserve and Robertson Nature Reserve Plan of Management","Budderoo National Park, Macquarie Pass National Park, Barren Grounds Nature Reserve and Robertson Nature Reserve Plan of Management"
Bull's-head Lamp,Bull's-head Lamp
Candelabrum,Candelabrum
Captain America: The Winter Soldier,Captain America: The Winter Soldier
Cars 3,Cars 3
Carved Bowl,Carved Bowl
Cat on the Mat,Cat on the Mat
Charlie Hebdo,Charlie hebdo
"Cherry Grove, Fire Island: Sixty Years in America’s First Gay and Lesbian Town","Cherry Grove, Fire Island"
Chicken Run,Chicken Run
Chinese Journal of Physics,Chinese Journal of Physics
Chinese Journal of Physics,Zhōngguó wùlǐ xuékān
Chinese Journal of Physics,中國物理學刊
"Clarinet Concerto No. 1 in F Minor, Op. 73: I. Allegro","Clarinet Concerto No. 1 in F Minor, Op. 73: I. Allegro"
"Clarinet Concerto No. 1 in F Minor, Op. 73: II. Adagio ma non troppo","Clarinet Concerto No. 1 in F Minor, Op. 73: II. Adagio ma non troppo"
"Clarinet Concerto No. 1 in F Minor, Op. 73: III. Rondo. Allegretto","Clarinet Concerto No. 1 in F Minor, Op. 73: III. Rondo. Allegretto"
Closed Mondays,Closed Mondays
Cocktails and Cigarettes Punch Bowl,Cocktails and Cigarettes Punch Bowl
"Combining Dictionaries, Wordnets and other Lexical Resources – Advantages and Challenges","Combining Dictionaries, Wordnets and other Lexical Resources – Advantages and Challenges"
Coming out of the trenches... safely,Coming out of the trenches... safely
Concerto No. 1 in D Minor for Oboe and Orchestra: II. Grazioso,Concerto No. 1 in D Minor for Oboe and Orchestra: II. Grazioso
Concerto No. 1 in D Minor for Oboe and Orchestra: III. Allegro,Concerto No. 1 in D Minor for Oboe and Orchestra: III. Allegro
Consuming democracy : local agencies & liberal peace in the Democratic Republic of Congo,Consuming democracy : local agencies & liberal peace in the Democratic Republic of Congo
Contesting control : land and forest in the struggle for Loita Maasai self-government in Kenya,Contesting control : land and forest in the struggle for Loita Maasai self-government in Kenya
Coping with inadequacy: understanding the effects of central teacher recruitment in six ward secondary schools in Tanzania,Coping with inadequacy: understanding the effects of central teacher recruitment in six ward secondary schools in Tanzania
Corrigendum: Genome-wide association of polycystic ovary syndrome implicates alterations in gonadotropin secretion in European ancestry populations.,Corrigendum: Genome-wide association of polycystic ovary syndrome implicates alterations in gonadotropin secretion in European ancestry populations.
Corrigendum: LSD1 is essential for oocyte meiotic progression by regulating CDC25B expression in mice.,Corrigendum: LSD1 is essential for oocyte meiotic progression by regulating CDC25B expression in mice.
Courtesan and Her Attendant,Courtesan and Her Attendant
Courtesan Reading a Letter,Courtesan Reading a Letter
Cup,Cup
Current Archaeology,Current Archaeology
Daily Astorian,Daily Astorian
Damned Damned Damned,Damned Damned Damned
Decorated Amphora with Ibex Head,Decorated Amphora with Ibex Head
Describing Data Patterns,Describing Data Patterns
Development,Development
Digital Humanities 2018,Digital Humanities 2018
Digital Humanities 2020,Digital Humanities 2020
Dilemmas of Difference: Indigenous Women and the Limits of Postcolonial Development Policy,Dilemmas of Difference
Disinfectants and asthma,Disinfectants and asthma
"Disturbing Attachments: Genet, Modern Pederasty, and Queer History",Disturbing Attachments
Dorrigo National Park Plan of Management,Dorrigo National Park Plan of Management
Downwardly Global,Downwardly Global
Déjà Vu - Réjà Vu,Déjà Vu - Réjà Vu
Easter Oratorio,Oster-Oratorium
Eddie Murphy Raw,Eddie Murphy Raw
Edward William Archibald Fonds,Edward William Archibald Fonds
Egypte/monde arabe,Egypte/monde arabe
Epistle of James,Brief des Jakobus
Epistle of James,Ἐπιστολή Ἰακώβου
Epistle to the Colossians,Brief des Paulus an die Kolosser
Epistle to the Colossians,Ἐπιστολὴ πρὸς Κολοσσαεῖς
Epistle to the Galatians,Brief des Paulus an die Galater
Epistle to the Galatians,Ἐπιστολὴ πρὸς Γαλάτας
Erratum to: Conformational changes and translocation of tissue-transglutaminase to the plasma membranes: role in cancer cell migration.,Erratum to: Conformational changes and translocation of tissue-transglutaminase to the plasma membranes: role in cancer cell migration.
Erratum to: Modeling the spread of polio in an IPV-vaccinated population: lessons learned from the 2013 silent outbreak in southern Israel.,Erratum to: Modeling the spread of polio in an IPV-vaccinated population: lessons learned from the 2013 silent outbreak in southern Israel.
Erratum: Layer-dependent quantum cooperation of electron and hole states in the anomalous semimetal WTe2.,Erratum: Layer-dependent quantum cooperation of electron and hole states in the anomalous semimetal WTe2.
Essential Evidence-Based Medicine,Essential evidence-based medicine
"Exile and Pride: Disability, Queerness, and Liberation",Exile and Pride
Families in War and Peace: Chile from Colony to Nation,Families in War and Peace
Fifth Figure,Fifth Figure
Financial Modeling,Financial modeling
First Epistle of John,1. Brief des Johannes
First Epistle of John,Α΄ Επιστολή Ἰωάννου
First Epistle of Peter,1. Brief des Petrus
First Epistle of Peter,Πρώτη Ἐπιστολὴ Πέτρου
First Epistle to the Thessalonians,1. Brief des Paulus an die Thessalonicher
First Epistle to the Thessalonians,Πρώτη Ἐπιστολὴ πρὸς Θεσσαλονικεῖς
First Epistle to Timothy,1. Brief des Paulus an Timotheus
First Epistle to Timothy,Πρώτη Ἐπιστολὴ πρὸς Τῑμόθεον
Flushed Away,Aizskalotais
Flushed Away,Bortspolad
Flushed Away,Ciutat Ratolí
Flushed Away,Elvitte A Víz
Flushed Away,Fare Şehri
Flushed Away,Flushed Away
Flushed Away,Flutsch Und Weg
Flushed Away,Giù Per Il Tubo
Flushed Away,Lo Que El Agua Se Llevó
Flushed Away,Nedenom Og Hjem Igjen
Flushed Away,Por Água Abaixo
Flushed Away,Pusti Vodu Da Miševi Odu
Flushed Away,Ratónpolis
Flushed Away,Skolað Í Burtu
Flushed Away,Skyllet Væk
Flushed Away,Souris City
Flushed Away,Spláchnutej
Flushed Away,Spláchnutý
Flushed Away,Srovės Nublokšti
Flushed Away,Vesi Peale
Flushed Away,Virran Viemää
Flushed Away,Wpuszczony W Kanał
Flushed Away,Ποντικούπολη
Flushed Away,Змивайся
Flushed Away,Смывайся!
Flushed Away,חיים בזרם
Francis John Shepherd Fonds,Francis John Shepherd Fonds
Fukurokuju,Fukurokuju
Garigal National Park Plan of Management,Garigal National Park Plan of Management
Golden Kamuy,ゴールデンカムイ
"Grave Concerns: Death, Landscape, and Locality in Medieval Society","Grave Concerns: Death, Landscape, and Locality in Medieval Society"
Greyfriars Bobby,Greyfriars Bobby
Guardians of the Galaxy: Awesome Mix Vol. 1 – Original Motion Picture Soundtrack,Guardians of the Galaxy: Awesome Mix Vol. 1
Harry C. Cunningham Fonds,Harry C. Cunningham Fonds
"Haydée Santamaría, Cuban Revolutionary: She Led by Transgression","Haydée Santamaría, Cuban Revolutionary"
Heraldic Roundel with Arms of the Canton of Zürich,Heraldic Roundel with Arms of the Canton of Zürich
"House of Slaves and “Door of No Return”: Gold Coast/Ghana Slave Forts, Castles & Dungeons and the Atlantic Slave Trade","House of Slaves and “Door of No Return”: Gold Coast/Ghana Slave Forts, Castles & Dungeons and the Atlantic Slave Trade"
How to Train Your Dragon 2,How to Train Your Dragon 2
Hug Wolf,Hug Wolf
Ich heirate eine Familie,Ich heirate eine Familie
