Subject,Object
16th Street Baptist Church bombing,14
2016 New York and New Jersey bombings,29
2017 Port Authority Bus Terminal explosion,4
2018 Magnitogorsk building collapse,17
2019 Pulwama attack,35
2020 Tarragona explosion,7
Birmingham pub bombings,182
Boston Marathon bombings,264
Békásmegyer Explosion,10
Christchurch mosque shootings,47
Kyoto Animation arson attack,34
Pittsburgh synagogue shooting,6
Santa Fe High School shooting,14
September 11 attacks,25000
Transport and murder of Białystok children,0
Wall Street bombing,143
