Subject,Object
Benten Bridge,Japan National Route 133
Brenztalbrücke,Bundesautobahn 7
Changjiangyuan bridge,Qingzang railway
Dom Luís I Bridge,Republica boulevard
Fredhällsbron,Essingeleden
George Washington Bridge,Interstate 95
Giske Bridge,Norwegian County Road 5957
Golden Gate Bridge,U.S. Route 101 in California
Göltzsch Viaduct,Leipzig–Hof railway
Göltzschtalbrücke,Bundesautobahn 72
Jiujiang Yangtze River Bridge,Beijing–Kowloon railway
Manri Bridge,Yokohama city road route 80
Moselle Viaduct,Bundesautobahn 61
Namihaya Bridge,Kaigandori
Passyunk Avenue Bridge,Passyunk Avenue
Ponto do Pocinho,Sabor line
Puumalansalmi Bridge,Main road 62
Siuslaw River Bridge,U.S. Route 101 in Oregon
Suidō Bridge,Tokyo Metropolitan Road Route 301
Tianxingzhou Yangtze River Bridge,Beijing–Guangzhou High-Speed Railway
Verrazzano-Narrows Bridge,Interstate 278
Wuhu Yangtze River Bridge,G5011 Wuhu–Hefei Expressway
Øresund Bridge,Oresund Line
Čiovo bridge,D126 road
