Subject,Object
Akpabuyo,supervisory councillors of Akpabuyo local government
Argentina,argentine government
Austria,Austrian Federal Government
Chad,government of chad
County Mayo,office of the cathaoirleach of county mayo
Florida,Government of Florida
Italy,government of italy
Japan,cabinet
"Khana, Nigeria",supervisory councillors of Khana local government
Madrid,government board of the city of madrid
Maine,Government of Maine
Massachusetts,Government of Massachusetts
Montenegro,government of montenegro
Netherlands,Government of the Netherlands
New Hampshire,Government of New Hampshire
Obia/Akpor,supervisory councillors of Obia/Akpor local government
Ogba/Egbema/Ndoni,supervisory councillors of Ogba/Egbema/Ndoni local government
Philippines,government of the philippines
Romania,cabinet of ministers of romania
Subprefecture of Itaim Paulista/Vila Curuçá,Office of the Subprefect of Itaim Paulista/Vila Curuçá
Subprefecture of Itaquera,Office of the Subprefect of Itaquera
Subprefecture of Mooca,Office of the Subprefect of Mooca
Subprefecture of Parelheiros,office of the subprefect of parelheiros
Subprefecture of Sé,Office of the Subprefect of Sé
Tocantins,cabinet of the governor of the state of tocantins
Tokyo,tokyo metropolitan government
Vatican City,governatore dello stato della citta del vaticano
