Subject,Object
Accrington War Memorial,Charles Herbert Reilly
Amsterdam Centraal,Pierre Cuypers
Bellagio Hotel & Casino,Jon Jerde
Berchtesgaden Chancellery Branch office,Alois Degano
Berlin Südkreuz station,jsk
Beyazıt Tower,Balyan family
Białostocki Teatr Lalek,Eugeniusz Wierzbicki
British Thomson-Houston Company War Memorial,Edwin Lutyens
Budapest Bábszínház,Adolf Láng
California Memorial Stadium,John Galen Howard
Cathedral of the Archangel,Aloisio the New
Civil Service Rifles War Memorial,Edwin Lutyens
Darrell K Royal–Texas Memorial Stadium,Herbert M. Greene
Docklands Stadium,Populous
Donald W. Reynolds Razorback Stadium,Heery International
Dordrecht railway station,Nicolaas Kamperdijk
Eindhoven Central railway station,Karel Hendrik van Brederode
Einstein Tower,Erich Mendelsohn
Elkhorn Guard Station,forest service
Faurot Field,Jamieson and Spearl
Gaylord Family Oklahoma Memorial Stadium,Layton & Forsyth
Glasgow Cenotaph,John James Burnet
Golden Gate Bridge,joseph baermann strauss
Graves Creek Ranger Station,"national national parks servicepark service, nps"
Hamburg Dammtor station,ernst moeller
Harlingen railway station,Karel Hendrik van Brederode
Hockett Meadow Ranger Station,"national national parks servicepark service, nps"
Hohenzollern Bridge,Franz Schwechten
Horseshoe Lake Ranger Station,"national national parks servicepark service, nps"
Hubert H. Humphrey Metrodome,Leo A Daly
Hubert H. Humphrey Metrodome,owings & merrill
Häradskär lighthouse,Gustaf von Heidenstam
InterContinental Amstel Amsterdam,Cornelis Outshoorn
JW Marriott Las Vegas,Paul Steelman
Kapelludden lighthouse,Albert Theodor Gellerstedt
Kassel-Wilhelmshöhe station,iodegar asisi
Kauffman Stadium,Kivett and Myers
Lakajgården,Johan Conrad Ernst
Lichfield War Memorial,Charles Bateman
Literaturhaus München,friedrich löwel
Literaturhaus München,kiessler
Literaturhaus München,Uwe Kiessler
Malmö Isstadion,fritz jaenecke
Malmö Isstadion,sten samuelson
Maria chapel,Gène Eggen
Marjaniemi lighthouse,Hampus Dalström
Metropolitan Cathedral of Athens,baron hansen
Metropolitan Cathedral of Athens,dimitrios zezos
Metropolitan Stadium,Osborn Engineering
Middelburg railway station,Karel Hendrik van Brederode
Mountaineer Field at Milan Puskar Stadium,Heery International
Nationwide Arena,360 Architecture
Old Town Bridge Tower,Peter Parler
Parc des Princes,Roger Taillibert
Parkstadt Bogenhausen,Franz Ruf
Pater Noster lighthouse,Gustaf von Heidenstam
Quartiere Ettore Ponti,Franco Albini
Quartiere IACP Lorenteggio,Giovanni Broglio
Quartiere Lagosta,Giulio Ulisse Arata
Queen's Own Royal West Kent Regiment Cenotaph,Edwin Lutyens
Resorts World Las Vegas,Paul Steelman
Rheinstadion,Hans Freese
RingCentral Coliseum,Skidmore Owings Merrill
Robert F. Kennedy Memorial Stadium,George Dahl
Royal Naval Division Memorial,Edwin Lutyens
Saint Isaac's Cathedral,Auguste de Montferrand
Sandhammaren lighthouse,Gustaf von Heidenstam
Schwabach station,Gottfried von Neureuther
Secondo quartiere popolare della Società Umanitaria,Giovanni Broglio
"St. Michael's Church, Munich",federicho di lamberto sustris
"St. Michael's Church, Munich",wendel dieterlin
Stadttheater Augsburg,Hermann Helmer
Svenska Högarna lighthouse,Gustaf von Heidenstam
Sälskär lighthouse,Hampus Dalström
Taipei Arena,Populous
The Dorchester,evan owen williams
The Dorchester,Owen Williams
The Dorchester,w. curtis green
The Drew Las Vegas,Carlos Zapata
Tiger Stadium,Osborn Engineering
Ulanendenkmal,Emil Fahrenkamp
Ulkokalla Lighthouse,Hampus Dalström
Union Depot,Spier & Rohns
Uspenski Cathedral,Aleksey Gornostayev
Vlissingen railway station,Sybold van Ravesteyn
VTB Arena,Erick van Egeraat
Wembley Stadium,John William Simpson
Westminster Scholars War Memorial,George Gilbert Scott
Wild Basin Ranger Station,"national national parks servicepark service, nps"
Willow Tearooms,Charles Rennie Mackintosh
Örskär lighthouse,Carl Hårleman
