Subject,Object
300: Rise of an Empire,Patrick Tatopoulos
A Man's Man,Robert Brunton
American Hustle,Heather Loeffler
Another Way,Tamás Vayer
Battle of Warsaw 1920,Andrzej Haliński
Black Panther,Hannah Beachler
Blackhat,Guy Hendrix Dyas
Child 44,Jan Roelfs
Fantastic Beasts and Where to Find Them,Stuart Craig
Gemini Man,Guy Hendrix Dyas
Joker,Mark Friedberg
Mad Max: Fury Road,Colin Gibson
Pulp Fiction,David Wasco
Saving Mr. Banks,michael corenblith
Schindler's List,Ewa Braun
Son of Saul,laszlo rajk jr.
Son of Saul,László Rajk Jr.
Souls for Sables,Edwin B. Willis
Star Trek Beyond,Thomas E. Sanders
The Dark Valley,Claus Rudolf Amler
The Shape of Water,Paul Denham Austerberry
The Squaw Man,Wilfred Buckland
Thor,Bo Welch
War Horse,Rick Carter
