Subject,Object
Alt Empordà,president of Comarcal Council of Alt Empordà
Anambra State,Governor of Anambra State
Argentina,president of argentina
Baix Camp,president of Comarcal Council of Baix Camp
Baix Penedès,president of Comarcal Council of Baix Penedès
Borno State,Governor of Borno State
Cerdanya,president of Comarcal Council of Cerdanya
Ebonyi State,Governor of Ebonyi State
Friuli–Venezia Giulia,president of Friuli-Venezia Giulia
Illinois,governor of illinois
Järvenpää,mayor
Kazakhstan,prime minister of kazakhstan
Liguria,president of Liguria
Molise,president of Molise
Montenegro,president of the government of montenegro
Ourense,mayor of Ourense
Pallars Sobirà,president of Comarcal Council of Pallars Sobirà
Paraguay,president of paraguay
Pontevedra,mayor of Pontevedra
Priorat,president of Comarcal Council of Priorat
Ribera d'Ebre,president of Comarcal Council of Ribera d'Ebre
Sochi,mayor
Solsonès,president of Comarcal Council of Solsonès
Subprefecture of Campo Limpo,subprefect of Campo Limpo
Subprefecture of Capela do Socorro,subprefect of Capela do Socorro
Subprefecture of Cidade Ademar,subprefect of Cidade Ademar
Subprefecture of Ermelino Matarazzo,subprefect of Ermelino Matarazzo
Subprefecture of Itaquera,subprefect of itaquera
Subprefecture of Jabaquara,subprefect of Jabaquara
Subprefecture of M'Boi Mirim,subprefect of M'Boi Mirim
Subprefecture of Parelheiros,subprefect of Parelheiros
Subprefecture of Penha,subprefect of Penha
Trentino-South Tyrol,president of Trentino-South Tyrol
Turkey,president of turkey
Turkey,prime minister of turkey
United Kingdom,british pm
Vatican City,president of the governatorate
Viveiro,mayor of Vivero
Zambia,president of zambia
Zambia,prime minister of zambia
Zamfara State,Governor of Zamfara State
