Subject,Object
30th Street Station,amtk
4 Gats,Museu Nacional d'Art de Catalunya
Acornsoft,Acorn computers
"Activision Publishing, Inc.",Activision Blizzard
Adventure Line Productions,Zodiak Media
Al Lusail,Tamim bin Hamad Al Thani
Aliante Casino and Hotel,Boyd Gaming
American Airlines Center,Dallas
Anholt Offshore Wind Farm,PKA
Appliqué inv. 850,Arenys de Mar Museum
Appliqué inv. 853,Arenys de Mar Museum
Aquarius,Steve Wynn
Aquijo,Kjell Inge Røkke
Astrolabe,Jack A. Billmeir
Astrolabe and Astrological Volvelle,Lewis Evans
Athena,James H. Clark
Atlantic Studios,Atlantic Records
Audi,volkswagen
Avon Park Air Force Range,department of war
Azzam,Khalifa bin Zayed Al Nahyan
Baumschulenweg station,deutsche bahn
Bayerischer Rundfunk,bavaria
BCF Arena,freiburg
Beach Hotel,William H. Sinclair
Berlin Brandenburger Tor station,deutsche bahn
Berlin Hackescher Markt station,deutsche bahn
Berlin Springpfuhl station,deutsche bahn
Berlin Südkreuz station,Deutsche Bahn
Berlin-Grünau station,deutsche bahn
Berlin-Lichtenberg station,Deutsche Bahn
Berlin-Spandau station,DB Netz
Berlin-Spandau station,deutsche bahn
Biblioteca Riccardiana,italia
BioWare,Electronic Arts
Blue Harbor Resort,Gerald Forsythe
Bowie Mill Park,Maryland-National Capital Park and Planning Commission
BR-319,Federal Government of Brazil
Bradley his book,Museu Nacional d'Art de Catalunya
Bravo Eugenia,Jerry Jones
Bristol Bears,bristol sport
British Columbia Highway 3,British Columbia Ministry of Transportation
Cadet Ice Arena,United States Air Force Academy
California Memorial Stadium,"University of California, Berkeley"
Caofang station,"beijing infrastructure investment co., ltd."
Capital Airport Express,"beijing infrastructure investment co., ltd."
Carnival Films,NBCUniversal
CBS Films,paramount
Changying station,"beijing infrastructure investment co., ltd."
Charlie Hebdo,Laurent Sourisseau
Chinese Journal of Physics,Physical Society of the Republic of China
Christina O,John Paul Papanicolaou
Citigroup,blackrock
Claremont Hotel & Spa,Fairmont Hotels and Resorts
Cocorico,Lluís Plandiura i Pou
Cocorico,Museu Nacional d'Art de Catalunya
Columbia Center,Beacon Capital Partners
Columbia TriStar Television,sony group
Como–Brunate funicular,Lombardy
Crown Perth,Crown Resorts Limited
Cycles et Automobiles Legia,Lluís Plandiura i Pou
Cycles et Automobiles Legia,Museu Nacional d'Art de Catalunya
Cycles Perfecta,Lluís Plandiura i Pou
Darrell K Royal–Texas Memorial Stadium,University of Texas at Austin
Design for a door frame with round arch,Charles Van Herck
Design for a door frame with round arch,Heritage Fund
Design for a door frame with round arch and fronton,Alfons Van Herck
Design for a door frame with round arch and fronton,Charles Van Herck
Design for a door frame with round arch and fronton,Heritage Fund
Design for a sacristy display case in Rococo style,Alfons Van Herck
Design for a statue of a woman with candlestick,Alfons Van Herck
Design for the left-hand half of a door frame,Charles Van Herck
Design for the left-hand half of a door frame,Heritage Fund
Design for the wall of a chapel with two tombs,Alfons Van Herck
Design for the wall of a chapel with two tombs,Charles Van Herck
Design for the wall of a chapel with two tombs,Heritage Fund
Deutsche Gesellschaft für Internationale Zusammenarbeit,federal republic of germany
Disney's Contemporary Resort,Walt Disney World Company
Disney's Coronado Springs Resort,Walt Disney World Company
Disney's Yacht Club Resort,Walt Disney World Company
Docklands Stadium,afl
Donald W. Reynolds Razorback Stadium,University of Arkansas
Dreamh Record,David Russell Samuel
EMI,vivendi
Equanimity,Genting Group
Equanimity,Jho Low
ESPN,The Walt Disney Company
