Subject,Object
ABSA Cargo Airline,LATAM Brasil
ABX Air,Air Transport Services Group
AG Weser,deschimag
AirBridgeCargo Airlines,Volga-Dnepr Airlines
ASL Airlines Belgium,asl aviation holdings
ASL Airlines Belgium,tnt
Atlantic Entertainment Group,Atlantic Recording Corporation
Banca Fideuram,Intesa Sanpaolo
Biblioteca Casanatense,mibact
Canadian Wildlife Service,department of the environment (canada)
CBS,cbs corporation
CBS,paramount
CBS Films,CBS Corporation
Charles de Gaulle University of humanities arts and social sciences,Lille Nord de France University
Chief Secretary's Office,Government of South Australia
Citibank,Citigroup
Civilian Conservation Corps,federal security agency
Columbia TriStar Television,"columbia pictures entertainment, inc."
Costa Rican Football Federation,central american football union
Costa Rican Football Federation,concacaf
Crown Law Department,Government of South Australia
Department of the Public Actuary,Government of South Australia
DHL Air UK,DHL
Duke University Press,duke university
"Dětský domov se školou, SVP a ZŠ","Ministry of Education, Youth and Sports"
"Dětský domov se školou, ZŠ a ŠJ","Ministry of Education, Youth and Sports"
"Dětský domov, základní škola a ŠJ",Hradec Králové Region
EgyptAir Cargo,EgyptAir
Elsevier,reed elsevier
EMI,sony (united kingdom)
EMI,"umg recordings, inc."
EMI,warner
EMI Records,emi
EMI Records,"umg recordings, inc."
EMI Records,universal music japan
European Air Transport,DHL
European Air Transport Leipzig,DHL
Fendi,louis vuitton moët hennessy
Friedrich Loeffler Institute,bmel
Gazprombank,Gazprom
Grand Accélérateur National d'Ions Lourds,National Center for Scientific Research
H&M,ramsbury invest
IFC Films,AMC Networks
Immune Response and Development in Insects,University of Strasbourg
Immunopathologie et Chimie Thérapeutique,University of Strasbourg
Institut Charles Sadron,University of Strasbourg
Institut d'histoire du temps présent,Institute of Human and Social Sciences
Institut de Chimie des Substances Naturelles,National Center for Scientific Research
Itaú Unibanco,Itaúsa
Komerční banka,Society General
Laboratory for Analysis and Architecture of Systems,University of Toulouse (1896-1969)
Laboratory of Theoretical Biochemistry,National Center for Scientific Research
LATAM Cargo Chile,LATAM Airlines Group
Lille University of Health and Law,Lille Nord de France University
Lille University of Health and Law,Lille North of France University
Manga Entertainment,Funimation
Mistral Air,Poste italiane
MUFG Bank,Mitsubishi UFJ Financial Group
N M Rothschild & Sons,Rothschild & Co
National Park Service,department of the interior
Natural Environment Research Council,uk research and innovation
NBC News,nbc broadcasting
New World Pictures,News Corporation
North Devon District Hospital,northern devon healthcare nhs trust
NPO Mashinostroyeniya,tactical missiles corporation
Paris-Sorbonne University - Paris IV,Sorbonne Universities
Peruvian Football Federation,confederacion sudamericana de futbol
Popular Bank of Milan,BPM Bank
Qantas Freight,Qantas
Republic Records,"umg recordings, inc."
Rete Ferroviaria Italiana,ferrovie dello stato
Santander Brasil,Santander
SEB Pank,SEB Group
Silk Way West Airlines,Silk Way Airline
Skema Business School,cau
Société nouvelle de distribution,M6 Group
Spanish National Research Council,general secretariat for research
Spanish National Research Council,"ministry of science, innovation and universities"
Superannuation Department,Government of South Australia
The Cannon Group,Metro-Goldwyn-Mayer
The Master Trust Bank of Japan,Mitsubishi UFJ Financial Group
United States Department of Education,federal government of the united states
University of Bordeaux 1,PRES University of Bordeaux
University of Idaho College of Law,u of i
University of Massachusetts School of Law,university of massachusetts
University of Missouri,university of missouri system
University of Montenegro Faculty of Economics,University of Montenegro
University of Nice Sophia-Antipolis,University Côte d'Azur (ComUE)
University of Paris VI: Pierre-and-Marie-Curie University,Sorbonne Universities
University of Sydney Business School,sydney uni
Warner Independent Pictures,Warner Bros.
