Subject,Object
A Christmas Carol,Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie
Aline Bonetto,academy award for best art direction
All the Right Reasons,Favorite Pop/Rock Album
All the Right Reasons,Juno Award for Rock Album of the Year
American Hustle,academy award for best art direction
American Hustle,academy award for best costume design
American Hustle,academy award for best film editing
AmeriKKKa's Most Wanted,Soul Train Music Award for Best Rap Album
Buffalo Girls,Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie
Captain America: The Winter Soldier,academy award for best visual effects
Captain America: The Winter Soldier,mtv movie award for best fight
Captain America: The Winter Soldier,saturn award film actor
Captain America: The Winter Soldier,saturn award film screenplay
Captain America: The Winter Soldier,saturn award for best director
Captain America: The Winter Soldier,Saturn Award for Best Editing
Captain America: The Winter Soldier,Saturn Award for Best Music
Captain America: The Winter Soldier,Saturn Award for best production design
Captain America: The Winter Soldier,saturn award for best special / visual effects
Captain America: The Winter Soldier,Saturn Award for Best Supporting Actress
Captain America: The Winter Soldier,Saturn Award for Best Writing
Captain America: The Winter Soldier,Saturn Award for the Best Actor
Danny Elfman,academy award for best original score
Flushed Away,annecy cristal for a feature film
Flushed Away,bafta's children & young people award - feature film
Flushed Away,broadcast film critics association award for best animated feature
Gangsta's Paradise,Soul Train Music Award for Best Rap Album
Go Ask Alice,Primetime Emmy Award for Outstanding Writing for a Drama Series
How to Train Your Dragon 2,bafta's children & young people award - feature film
How to Train Your Dragon 2,broadcast film critics association award for best animated feature
Iron Man,Empire Award for Best Sci-Fi/Fantasy
Iron Man,Saturn Award for Best Actress
Iron Man,Saturn Award for Best Music
Iron Man,Saturn Award for Best Supporting Actor
Iron Man,Saturn Award for Best Writing
It Takes a Nation of Millions to Hold Us Back,Soul Train Music Award for Best Rap Album
Jean Reno,european film award - people's choice award for best actor
Mary Poppins,Academy Award for Best Picture
Mildred Pierce,Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie
Pulp Fiction,academy award for best film editing
Raging Bull,academy award for best sound
Rocky,academy award for best sound
Saving Mr. Banks,academy award for best original score
Song of the South,Academy Award for Best Original Musical Score
Star Wars: Episode I – The Phantom Menace,academy award for best sound
Star Wars: Episode I – The Phantom Menace,academy award for best visual effects
Supernatural,Favorite Pop/Rock Album
The Exorcist,academy award for best art direction
The Exorcist,academy award for best film editing
The Godfather,academy award for best costume design
The Godfather,academy award for best film editing
The Godfather,academy award for best sound
The Godfather Part II,academy award for best costume design
The Incredible Hulk,Saturn Award for Best Science Fiction Film
The Three Caballeros,academy award for best sound
Victory Through Air Power,Academy Award for Best Original Dramatic or Comedy Score
Who Framed Roger Rabbit,Academy Award for Best Cinematography
